"","MSSubClass","LotFrontage","LotShapeIR1","LotShapeIR2","LotShapeIR3","LotShapeReg","X1stFlrSF","TotalBsmtSF","GrLivArea","FireplaceQuEx","FireplaceQuFa","FireplaceQuGd","FireplaceQuPo","FireplaceQuTA","GarageArea","HeatingFloor","HeatingGasA","HeatingGasW","HeatingGrav","HeatingOthW","HeatingWall","ExterQualEx","ExterQualFa","ExterQualGd","ExterQualTA","MasVnrArea","BsmtFinSF1","BsmtUnfSF","CentralAirN","CentralAirY","SalePrice"
"1",0.622505522036274,-0.087683122398937,-0.703961632965304,-0.16992291459664,-0.083017034749342,0.7602514247301,-0.800572753936506,-0.471450831153421,0.555018036871338,-0.129234842820237,-0.201492929160951,-1.02461809220687,-0.178270406594234,1.22083824631153,0.402399428701775,-0.0261711961295107,0.149644963096787,-0.111687569581147,-0.0693852936942739,-0.0370243509475958,-0.0523962886785779,-0.1921107035434,-0.0983628467755897,1.4108291993957,-1.2783813745229,1.15762347116287,0.631831405934481,-0.971822663661268,-0.26372220303061,0.26372220303061,0.347154270180101
"2",-1.16385067486896,0.712795697767706,-0.703961632965304,-0.16992291459664,-0.083017034749342,0.7602514247301,0.467455325340957,0.65606846812923,-0.439417253501135,-0.129234842820237,-0.201492929160951,-1.02461809220687,-0.178270406594234,1.22083824631153,-0.0342251403732451,-0.0261711961295107,0.149644963096787,-0.111687569581147,-0.0693852936942739,-0.0370243509475958,-0.0523962886785779,-0.1921107035434,-0.0983628467755897,-0.708317540437346,0.781703401198331,-0.657729074365224,1.26985312635522,-0.512868775181989,-0.26372220303061,0.26372220303061,0.00728582419466716
"3",0.622505522036274,0.0862624723455352,1.41955899540111,-0.16992291459664,-0.083017034749342,-1.31445339789784,-0.559697055233076,-0.262018874666517,0.710125349229702,-0.129234842820237,-0.201492929160951,-1.02461809220687,-0.178270406594234,1.22083824631153,0.700097998525652,-0.0261711961295107,0.149644963096787,-0.111687569581147,-0.0693852936942739,-0.0370243509475958,-0.0523962886785779,-0.1921107035434,-0.0983628467755897,1.4108291993957,-1.2783813745229,0.842715376530443,0.115784426182416,-0.110891030569522,-0.26372220303061,0.26372220303061,0.535970073505342
"4",0.873156297570943,-0.396258966241863,1.41955899540111,-0.16992291459664,-0.083017034749342,-1.31445339789784,-0.415362936101842,-0.832287640496632,0.56944649577086,-0.129234842820237,-0.201492929160951,0.975304921993701,-0.178270406594234,-0.818548297870204,0.868793854759182,-0.0261711961295107,0.149644963096787,-0.111687569581147,-0.0693852936942739,-0.0370243509475958,-0.0523962886785779,-0.1921107035434,-0.0983628467755897,-0.708317540437346,0.781703401198331,-0.657729074365224,-0.517545958058754,0.133635343448348,-0.26372220303061,0.26372220303061,-0.515104565005166
"5",0.622505522036274,0.900888611131194,1.41955899540111,-0.16992291459664,-0.083017034749342,-1.31445339789784,0.155687395223785,0.373469867407238,1.49880237458964,-0.129234842820237,-0.201492929160951,-1.02461809220687,-0.178270406594234,1.22083824631153,1.83135256385639,-0.0261711961295107,0.149644963096787,-0.111687569581147,-0.0693852936942739,-0.0370243509475958,-0.0523962886785779,-0.1921107035434,-0.0983628467755897,1.4108291993957,-1.2783813745229,2.58397189979208,0.512202333355593,0.0213389336319878,-0.26372220303061,0.26372220303061,0.869544659379934
"6",0.326048577063323,0.946512102152285,1.41955899540111,-0.16992291459664,-0.083017034749342,-1.31445339789784,-1.04634558402657,-0.682532305254068,-0.203817026998123,-0.129234842820237,-0.201492929160951,-1.02461809220687,-0.178270406594234,1.22083824631153,0.065007716234714,-0.0261711961295107,0.149644963096787,-0.111687569581147,-0.0693852936942739,-0.0370243509475958,-0.0523962886785779,-0.1921107035434,-0.0983628467755897,-0.708317540437346,0.781703401198331,-0.657729074365224,0.692818776268816,-1.36373828682342,-0.26372220303061,0.26372220303061,-0.477341404340118
"7",-1.16385067486896,0.463990663564886,-0.703961632965304,-0.16992291459664,-0.083017034749342,0.7602514247301,1.39221427895243,1.4974210147059,0.52192739901533,-0.129234842820237,-0.201492929160951,0.975304921993701,-0.178270406594234,-0.818548297870204,0.839023997776795,-0.0261711961295107,0.149644963096787,-0.111687569581147,-0.0693852936942739,-0.0370243509475958,-0.0523962886785779,-0.1921107035434,-0.0983628467755897,1.4108291993957,-1.2783813745229,1.0650034433298,2.18700934946002,-0.416885742873953,-0.26372220303061,0.26372220303061,1.58704471201585
"8",0.622505522036274,-0.0288248799301608,1.41955899540111,-0.16992291459664,-0.083017034749342,-1.31445339789784,0.0466909706604092,0.275436420124002,1.29977649806065,-0.129234842820237,-0.201492929160951,-1.02461809220687,-0.178270406594234,1.22083824631153,0.0848542875563058,-0.0261711961295107,0.149644963096787,-0.111687569581147,-0.0693852936942739,-0.0370243509475958,-0.0523962886785779,-0.1921107035434,-0.0983628467755897,-0.708317540437346,0.781703401198331,1.56515159362836,0.990718623671144,-0.729330385432424,-0.26372220303061,0.26372220303061,0.240158648295798
"9",0.326048577063323,-1.02279219166404,-0.703961632965304,-0.16992291459664,-0.083017034749342,0.7602514247301,-0.213206467512101,-0.162706290917055,0.685857259264866,-0.129234842820237,-0.201492929160951,-1.02461809220687,-0.178270406594234,1.22083824631153,0.00546800226993853,-0.0261711961295107,0.149644963096787,-0.111687569581147,-0.0693852936942739,-0.0370243509475958,-0.0523962886785779,-0.1921107035434,-0.0983628467755897,-0.708317540437346,0.781703401198331,-0.657729074365224,-1.02421026545169,0.946190968483925,-0.26372220303061,0.26372220303061,-0.642240539244161
"10",0.873156297570943,-1.09913409220479,-0.703961632965304,-0.16992291459664,-0.083017034749342,0.7602514247301,-0.0423778832101814,-0.0460876486141243,-0.901346815842244,-0.129234842820237,-0.201492929160951,-1.02461809220687,-0.178270406594234,1.22083824631153,-1.29944406212472,-0.0261711961295107,0.149644963096787,-0.111687569581147,-0.0693852936942739,-0.0370243509475958,-0.0523962886785779,-0.1921107035434,-0.0983628467755897,-0.708317540437346,0.781703401198331,-0.657729074365224,0.971953278952887,-1.01221909414676,-0.26372220303061,0.26372220303061,-0.792034409882186
